,Sex,AgeGroup,Year,State,DeathCount
2456,Male,20-24,2005,Selangor,266.0
2457,Male,20-24,2005,Terengganu,93.0
2458,Male,20-24,2005,W.P. Kuala Lumpur,68.0
2459,Male,20-24,2005,W.P. Labuan,5.0
2460,Male,25-29,2005,Johor,257.0
2461,Male,25-29,2005,Kedah,109.0
2462,Male,25-29,2005,Kelantan,195.0
2463,Male,25-29,2005,Melaka,52.0
2464,Male,25-29,2005,Negeri Sembilan,77.0
2465,Male,25-29,2005,Pulau Pinang,71.0
2466,Male,25-29,2005,Pahang,147.0
2467,Male,25-29,2005,Perak,152.0
2468,Male,25-29,2005,Perlis,17.0
2469,Male,25-29,2005,Sabah,0.0
2470,Male,25-29,2005,Sarawak,124.0
2471,Male,25-29,2005,Selangor,250.0
2472,Male,25-29,2005,Terengganu,116.0
2473,Male,25-29,2005,W.P. Kuala Lumpur,81.0
2474,Male,25-29,2005,W.P. Labuan,3.0
2475,Male,30-34,2005,Johor,296.0
2476,Male,30-34,2005,Kedah,133.0
2477,Male,30-34,2005,Kelantan,247.0
2478,Male,30-34,2005,Melaka,56.0
2479,Male,30-34,2005,Negeri Sembilan,99.0
2480,Male,30-34,2005,Pulau Pinang,115.0
2481,Male,30-34,2005,Pahang,167.0
2482,Male,30-34,2005,Perak,225.0
2483,Male,30-34,2005,Perlis,14.0
2484,Male,30-34,2005,Sabah,0.0
2485,Male,30-34,2005,Sarawak,137.0
2486,Male,30-34,2005,Selangor,250.0
2487,Male,30-34,2005,Terengganu,130.0
2488,Male,30-34,2005,W.P. Kuala Lumpur,88.0
2489,Male,30-34,2005,W.P. Labuan,0.0
2490,Male,35-39,2005,Johor,354.0
2491,Male,35-39,2005,Kedah,184.0
2492,Male,35-39,2005,Kelantan,196.0
2493,Male,35-39,2005,Melaka,72.0
2494,Male,35-39,2005,Negeri Sembilan,115.0
2495,Male,35-39,2005,Pulau Pinang,137.0
2496,Male,35-39,2005,Pahang,180.0
2497,Male,35-39,2005,Perak,236.0
2498,Male,35-39,2005,Perlis,28.0
2499,Male,35-39,2005,Sabah,0.0
2500,Male,35-39,2005,Sarawak,174.0
2501,Male,35-39,2005,Selangor,342.0
2502,Male,35-39,2005,Terengganu,123.0
2503,Male,35-39,2005,W.P. Kuala Lumpur,104.0
2504,Male,35-39,2005,W.P. Labuan,8.0
2505,Male,40-44,2005,Johor,383.0
2506,Male,40-44,2005,Kedah,219.0
2507,Male,40-44,2005,Kelantan,194.0
2508,Male,40-44,2005,Melaka,94.0
2509,Male,40-44,2005,Negeri Sembilan,169.0
2510,Male,40-44,2005,Pulau Pinang,199.0
2511,Male,40-44,2005,Pahang,175.0
2512,Male,40-44,2005,Perak,327.0
2513,Male,40-44,2005,Perlis,29.0
2514,Male,40-44,2005,Sabah,0.0
2515,Male,40-44,2005,Sarawak,222.0
2516,Male,40-44,2005,Selangor,492.0
2517,Male,40-44,2005,Terengganu,155.0
2518,Male,40-44,2005,W.P. Kuala Lumpur,160.0
2519,Male,40-44,2005,W.P. Labuan,8.0
2520,Male,45-49,2005,Johor,476.0
2521,Male,45-49,2005,Kedah,293.0
2522,Male,45-49,2005,Kelantan,230.0
2523,Male,45-49,2005,Melaka,115.0
2524,Male,45-49,2005,Negeri Sembilan,195.0
2525,Male,45-49,2005,Pulau Pinang,227.0
2526,Male,45-49,2005,Pahang,218.0
2527,Male,45-49,2005,Perak,416.0
2528,Male,45-49,2005,Perlis,38.0
2529,Male,45-49,2005,Sabah,0.0
2530,Male,45-49,2005,Sarawak,241.0
2531,Male,45-49,2005,Selangor,640.0
2532,Male,45-49,2005,Terengganu,144.0
2533,Male,45-49,2005,W.P. Kuala Lumpur,230.0
2534,Male,45-49,2005,W.P. Labuan,5.0
2535,Male,50-54,2005,Johor,574.0
2536,Male,50-54,2005,Kedah,402.0
2537,Male,50-54,2005,Kelantan,260.0
2538,Male,50-54,2005,Melaka,152.0
2539,Male,50-54,2005,Negeri Sembilan,209.0
2540,Male,50-54,2005,Pulau Pinang,296.0
2541,Male,50-54,2005,Pahang,240.0
2542,Male,50-54,2005,Perak,509.0
2543,Male,50-54,2005,Perlis,59.0
2544,Male,50-54,2005,Sabah,0.0
2545,Male,50-54,2005,Sarawak,343.0
2546,Male,50-54,2005,Selangor,694.0
2547,Male,50-54,2005,Terengganu,154.0
2548,Male,50-54,2005,W.P. Kuala Lumpur,272.0
2549,Male,50-54,2005,W.P. Labuan,8.0
2550,Male,55-59,2005,Johor,671.0
2551,Male,55-59,2005,Kedah,419.0
2552,Male,55-59,2005,Kelantan,369.0
2553,Male,55-59,2005,Melaka,189.0
2554,Male,55-59,2005,Negeri Sembilan,270.0
2555,Male,55-59,2005,Pulau Pinang,445.0
2556,Male,55-59,2005,Pahang,297.0
2557,Male,55-59,2005,Perak,628.0
2558,Male,55-59,2005,Perlis,64.0
2559,Male,55-59,2005,Sabah,0.0
2560,Male,55-59,2005,Sarawak,395.0
2561,Male,55-59,2005,Selangor,824.0
2562,Male,55-59,2005,Terengganu,225.0
2563,Male,55-59,2005,W.P. Kuala Lumpur,334.0
2564,Male,55-59,2005,W.P. Labuan,7.0
2565,Male,60-64,2005,Johor,683.0
2566,Male,60-64,2005,Kedah,506.0
2567,Male,60-64,2005,Kelantan,514.0
2568,Male,60-64,2005,Melaka,211.0
2569,Male,60-64,2005,Negeri Sembilan,253.0
2570,Male,60-64,2005,Pulau Pinang,412.0
2571,Male,60-64,2005,Pahang,358.0
2572,Male,60-64,2005,Perak,728.0
2573,Male,60-64,2005,Perlis,76.0
2574,Male,60-64,2005,Sabah,0.0
2575,Male,60-64,2005,Sarawak,547.0
2576,Male,60-64,2005,Selangor,822.0
2577,Male,60-64,2005,Terengganu,288.0
2578,Male,60-64,2005,W.P. Kuala Lumpur,326.0
2579,Male,60-64,2005,W.P. Labuan,8.0
2580,Male,65-69,2005,Johor,895.0
2581,Male,65-69,2005,Kedah,723.0
2582,Male,65-69,2005,Kelantan,502.0
2583,Male,65-69,2005,Melaka,273.0
2584,Male,65-69,2005,Negeri Sembilan,365.0
2585,Male,65-69,2005,Pulau Pinang,531.0
2586,Male,65-69,2005,Pahang,507.0
2587,Male,65-69,2005,Perak,970.0
2588,Male,65-69,2005,Perlis,84.0
2589,Male,65-69,2005,Sabah,0.0
2590,Male,65-69,2005,Sarawak,546.0
2591,Male,65-69,2005,Selangor,1003.0
2592,Male,65-69,2005,Terengganu,311.0
2593,Male,65-69,2005,W.P. Kuala Lumpur,349.0
2594,Male,65-69,2005,W.P. Labuan,15.0
2595,Male,70-74,2005,Johor,829.0
2596,Male,70-74,2005,Kedah,710.0
2597,Male,70-74,2005,Kelantan,431.0
2598,Male,70-74,2005,Melaka,236.0
2599,Male,70-74,2005,Negeri Sembilan,318.0
2600,Male,70-74,2005,Pulau Pinang,465.0
2601,Male,70-74,2005,Pahang,357.0
2602,Male,70-74,2005,Perak,1028.0
2603,Male,70-74,2005,Perlis,95.0
2604,Male,70-74,2005,Sabah,0.0
2605,Male,70-74,2005,Sarawak,609.0
2606,Male,70-74,2005,Selangor,876.0
2607,Male,70-74,2005,Terengganu,258.0
2608,Male,70-74,2005,W.P. Kuala Lumpur,348.0
2609,Male,70-74,2005,W.P. Labuan,9.0
2610,Male,75-79,2005,Johor,791.0
2611,Male,75-79,2005,Kedah,690.0
2612,Male,75-79,2005,Kelantan,419.0
2613,Male,75-79,2005,Melaka,285.0
2614,Male,75-79,2005,Negeri Sembilan,295.0
2615,Male,75-79,2005,Pulau Pinang,517.0
2616,Male,75-79,2005,Pahang,298.0
2617,Male,75-79,2005,Perak,999.0
2618,Male,75-79,2005,Perlis,106.0
2619,Male,75-79,2005,Sabah,0.0
2620,Male,75-79,2005,Sarawak,592.0
2621,Male,75-79,2005,Selangor,734.0
2622,Male,75-79,2005,Terengganu,214.0
2623,Male,75-79,2005,W.P. Kuala Lumpur,281.0
2624,Male,75-79,2005,W.P. Labuan,18.0
2625,Male,80-84,2005,Johor,580.0
2626,Male,80-84,2005,Kedah,439.0
2627,Male,80-84,2005,Kelantan,464.0
2628,Male,80-84,2005,Melaka,174.0
2629,Male,80-84,2005,Negeri Sembilan,197.0
2630,Male,80-84,2005,Pulau Pinang,348.0
2631,Male,80-84,2005,Pahang,244.0
2632,Male,80-84,2005,Perak,601.0
2633,Male,80-84,2005,Perlis,74.0
2634,Male,80-84,2005,Sabah,0.0
2635,Male,80-84,2005,Sarawak,503.0
2636,Male,80-84,2005,Selangor,489.0
2637,Male,80-84,2005,Terengganu,239.0
2638,Male,80-84,2005,W.P. Kuala Lumpur,208.0
2639,Male,80-84,2005,W.P. Labuan,11.0
2640,Male,85+,2005,Johor,530.0
2641,Male,85+,2005,Kedah,424.0
2642,Male,85+,2005,Kelantan,441.0
2643,Male,85+,2005,Melaka,161.0
2644,Male,85+,2005,Negeri Sembilan,200.0
2645,Male,85+,2005,Pulau Pinang,327.0
2646,Male,85+,2005,Pahang,225.0
2647,Male,85+,2005,Perak,641.0
2648,Male,85+,2005,Perlis,78.0
2649,Male,85+,2005,Sabah,0.0
2650,Male,85+,2005,Sarawak,528.0
2651,Male,85+,2005,Selangor,531.0
2652,Male,85+,2005,Terengganu,254.0
2653,Male,85+,2005,W.P. Kuala Lumpur,207.0
2654,Male,85+,2005,W.P. Labuan,8.0
2670,Female,Below 1,2005,Johor,181.0
2671,Female,Below 1,2005,Kedah,121.0
2672,Female,Below 1,2005,Kelantan,142.0
2673,Female,Below 1,2005,Melaka,43.0
2674,Female,Below 1,2005,Negeri Sembilan,63.0
2675,Female,Below 1,2005,Pulau Pinang,72.0
2676,Female,Below 1,2005,Pahang,98.0
2677,Female,Below 1,2005,Perak,114.0
2678,Female,Below 1,2005,Perlis,17.0
2679,Female,Below 1,2005,Sabah,0.0
2680,Female,Below 1,2005,Sarawak,124.0
2681,Female,Below 1,2005,Selangor,212.0
2682,Female,Below 1,2005,Terengganu,112.0
2683,Female,Below 1,2005,W.P. Kuala Lumpur,52.0
2684,Female,Below 1,2005,W.P. Labuan,6.0
2685,Female,1-4,2005,Johor,41.0
2686,Female,1-4,2005,Kedah,27.0
2687,Female,1-4,2005,Kelantan,55.0
2688,Female,1-4,2005,Melaka,12.0
2689,Female,1-4,2005,Negeri Sembilan,12.0
2690,Female,1-4,2005,Pulau Pinang,12.0
2691,Female,1-4,2005,Pahang,37.0
2692,Female,1-4,2005,Perak,47.0
2693,Female,1-4,2005,Perlis,2.0
2694,Female,1-4,2005,Sabah,0.0
2695,Female,1-4,2005,Sarawak,36.0
2696,Female,1-4,2005,Selangor,57.0
2697,Female,1-4,2005,Terengganu,20.0
2698,Female,1-4,2005,W.P. Kuala Lumpur,19.0
2699,Female,1-4,2005,W.P. Labuan,0.0
2700,Female,5-9,2005,Johor,36.0
2701,Female,5-9,2005,Kedah,32.0
2702,Female,5-9,2005,Kelantan,32.0
2703,Female,5-9,2005,Melaka,11.0
2704,Female,5-9,2005,Negeri Sembilan,19.0
2705,Female,5-9,2005,Pulau Pinang,12.0
2706,Female,5-9,2005,Pahang,35.0
2707,Female,5-9,2005,Perak,35.0
2708,Female,5-9,2005,Perlis,0.0
2709,Female,5-9,2005,Sabah,0.0
2710,Female,5-9,2005,Sarawak,21.0
2711,Female,5-9,2005,Selangor,45.0
2712,Female,5-9,2005,Terengganu,20.0
2713,Female,5-9,2005,W.P. Kuala Lumpur,9.0
2714,Female,5-9,2005,W.P. Labuan,1.0
2715,Female,10-14,2005,Johor,41.0
2716,Female,10-14,2005,Kedah,30.0
2717,Female,10-14,2005,Kelantan,25.0
2718,Female,10-14,2005,Melaka,8.0
2719,Female,10-14,2005,Negeri Sembilan,17.0
2720,Female,10-14,2005,Pulau Pinang,11.0
2721,Female,10-14,2005,Pahang,31.0
2722,Female,10-14,2005,Perak,33.0
2723,Female,10-14,2005,Perlis,4.0
2724,Female,10-14,2005,Sabah,0.0
2725,Female,10-14,2005,Sarawak,23.0
2726,Female,10-14,2005,Selangor,37.0
2727,Female,10-14,2005,Terengganu,29.0
2728,Female,10-14,2005,W.P. Kuala Lumpur,13.0
2729,Female,10-14,2005,W.P. Labuan,2.0
2730,Female,15-19,2005,Johor,71.0
2731,Female,15-19,2005,Kedah,50.0
2732,Female,15-19,2005,Kelantan,42.0
2733,Female,15-19,2005,Melaka,20.0
2734,Female,15-19,2005,Negeri Sembilan,28.0
2735,Female,15-19,2005,Pulau Pinang,18.0
2736,Female,15-19,2005,Pahang,25.0
2737,Female,15-19,2005,Perak,49.0
2738,Female,15-19,2005,Perlis,10.0
2739,Female,15-19,2005,Sabah,0.0
2740,Female,15-19,2005,Sarawak,28.0
2741,Female,15-19,2005,Selangor,66.0
2742,Female,15-19,2005,Terengganu,27.0
2743,Female,15-19,2005,W.P. Kuala Lumpur,20.0
2744,Female,15-19,2005,W.P. Labuan,4.0
2745,Female,20-24,2005,Johor,75.0
2746,Female,20-24,2005,Kedah,59.0
2747,Female,20-24,2005,Kelantan,37.0
2748,Female,20-24,2005,Melaka,18.0
2749,Female,20-24,2005,Negeri Sembilan,23.0
2750,Female,20-24,2005,Pulau Pinang,15.0
2751,Female,20-24,2005,Pahang,40.0
2752,Female,20-24,2005,Perak,51.0
2753,Female,20-24,2005,Perlis,9.0
2754,Female,20-24,2005,Sabah,0.0
2755,Female,20-24,2005,Sarawak,43.0
2756,Female,20-24,2005,Selangor,71.0
2757,Female,20-24,2005,Terengganu,38.0
2758,Female,20-24,2005,W.P. Kuala Lumpur,28.0
2759,Female,20-24,2005,W.P. Labuan,0.0
2760,Female,25-29,2005,Johor,80.0
2761,Female,25-29,2005,Kedah,50.0
2762,Female,25-29,2005,Kelantan,45.0
2763,Female,25-29,2005,Melaka,21.0
2764,Female,25-29,2005,Negeri Sembilan,18.0
2765,Female,25-29,2005,Pulau Pinang,42.0
2766,Female,25-29,2005,Pahang,35.0
2767,Female,25-29,2005,Perak,58.0
2768,Female,25-29,2005,Perlis,4.0
2769,Female,25-29,2005,Sabah,0.0
2770,Female,25-29,2005,Sarawak,30.0
2771,Female,25-29,2005,Selangor,73.0
2772,Female,25-29,2005,Terengganu,32.0
2773,Female,25-29,2005,W.P. Kuala Lumpur,30.0
2774,Female,25-29,2005,W.P. Labuan,1.0
2775,Female,30-34,2005,Johor,93.0
2776,Female,30-34,2005,Kedah,69.0
2777,Female,30-34,2005,Kelantan,61.0
2778,Female,30-34,2005,Melaka,22.0
2779,Female,30-34,2005,Negeri Sembilan,36.0
2780,Female,30-34,2005,Pulau Pinang,38.0
2781,Female,30-34,2005,Pahang,44.0
2782,Female,30-34,2005,Perak,62.0
2783,Female,30-34,2005,Perlis,5.0
2784,Female,30-34,2005,Sabah,0.0
2785,Female,30-34,2005,Sarawak,58.0
2786,Female,30-34,2005,Selangor,104.0
2787,Female,30-34,2005,Terengganu,33.0
2788,Female,30-34,2005,W.P. Kuala Lumpur,37.0
2789,Female,30-34,2005,W.P. Labuan,0.0
2790,Female,35-39,2005,Johor,125.0
2791,Female,35-39,2005,Kedah,81.0
2792,Female,35-39,2005,Kelantan,60.0
2793,Female,35-39,2005,Melaka,22.0
2794,Female,35-39,2005,Negeri Sembilan,32.0
2795,Female,35-39,2005,Pulau Pinang,39.0
2796,Female,35-39,2005,Pahang,46.0
2797,Female,35-39,2005,Perak,84.0
2798,Female,35-39,2005,Perlis,10.0
2799,Female,35-39,2005,Sabah,0.0
2800,Female,35-39,2005,Sarawak,91.0
2801,Female,35-39,2005,Selangor,136.0
2802,Female,35-39,2005,Terengganu,41.0
2803,Female,35-39,2005,W.P. Kuala Lumpur,47.0
2804,Female,35-39,2005,W.P. Labuan,4.0
2805,Female,40-44,2005,Johor,185.0
2806,Female,40-44,2005,Kedah,109.0
2807,Female,40-44,2005,Kelantan,86.0
2808,Female,40-44,2005,Melaka,37.0
2809,Female,40-44,2005,Negeri Sembilan,55.0
2810,Female,40-44,2005,Pulau Pinang,81.0
2811,Female,40-44,2005,Pahang,84.0
2812,Female,40-44,2005,Perak,145.0
2813,Female,40-44,2005,Perlis,13.0
2814,Female,40-44,2005,Sabah,0.0
2815,Female,40-44,2005,Sarawak,123.0
2816,Female,40-44,2005,Selangor,197.0
2817,Female,40-44,2005,Terengganu,64.0
2818,Female,40-44,2005,W.P. Kuala Lumpur,56.0
2819,Female,40-44,2005,W.P. Labuan,3.0
2820,Female,45-49,2005,Johor,257.0
2821,Female,45-49,2005,Kedah,167.0
2822,Female,45-49,2005,Kelantan,137.0
2823,Female,45-49,2005,Melaka,64.0
2824,Female,45-49,2005,Negeri Sembilan,87.0
2825,Female,45-49,2005,Pulau Pinang,109.0
2826,Female,45-49,2005,Pahang,134.0
2827,Female,45-49,2005,Perak,186.0
2828,Female,45-49,2005,Perlis,25.0
2829,Female,45-49,2005,Sabah,0.0
2830,Female,45-49,2005,Sarawak,142.0
2831,Female,45-49,2005,Selangor,303.0
2832,Female,45-49,2005,Terengganu,97.0
2833,Female,45-49,2005,W.P. Kuala Lumpur,115.0
2834,Female,45-49,2005,W.P. Labuan,3.0
2835,Female,50-54,2005,Johor,370.0
2836,Female,50-54,2005,Kedah,222.0
2837,Female,50-54,2005,Kelantan,172.0
2838,Female,50-54,2005,Melaka,94.0
2839,Female,50-54,2005,Negeri Sembilan,122.0
2840,Female,50-54,2005,Pulau Pinang,174.0
2841,Female,50-54,2005,Pahang,137.0
2842,Female,50-54,2005,Perak,308.0
2843,Female,50-54,2005,Perlis,28.0
2844,Female,50-54,2005,Sabah,0.0
2845,Female,50-54,2005,Sarawak,182.0
2846,Female,50-54,2005,Selangor,356.0
2847,Female,50-54,2005,Terengganu,111.0
2848,Female,50-54,2005,W.P. Kuala Lumpur,137.0
2849,Female,50-54,2005,W.P. Labuan,2.0
2850,Female,55-59,2005,Johor,407.0
2851,Female,55-59,2005,Kedah,264.0
2852,Female,55-59,2005,Kelantan,208.0
2853,Female,55-59,2005,Melaka,130.0
2854,Female,55-59,2005,Negeri Sembilan,137.0
2855,Female,55-59,2005,Pulau Pinang,201.0
2856,Female,55-59,2005,Pahang,182.0
2857,Female,55-59,2005,Perak,381.0
2858,Female,55-59,2005,Perlis,40.0
2859,Female,55-59,2005,Sabah,0.0
2860,Female,55-59,2005,Sarawak,257.0
2861,Female,55-59,2005,Selangor,478.0
2862,Female,55-59,2005,Terengganu,121.0
2863,Female,55-59,2005,W.P. Kuala Lumpur,173.0
2864,Female,55-59,2005,W.P. Labuan,6.0
2865,Female,60-64,2005,Johor,395.0
2866,Female,60-64,2005,Kedah,334.0
2867,Female,60-64,2005,Kelantan,305.0
2868,Female,60-64,2005,Melaka,141.0
2869,Female,60-64,2005,Negeri Sembilan,131.0
2870,Female,60-64,2005,Pulau Pinang,242.0
2871,Female,60-64,2005,Pahang,215.0
2872,Female,60-64,2005,Perak,445.0
2873,Female,60-64,2005,Perlis,35.0
2874,Female,60-64,2005,Sabah,0.0
2875,Female,60-64,2005,Sarawak,362.0
2876,Female,60-64,2005,Selangor,482.0
2877,Female,60-64,2005,Terengganu,178.0
2878,Female,60-64,2005,W.P. Kuala Lumpur,177.0
2879,Female,60-64,2005,W.P. Labuan,8.0
2880,Female,65-69,2005,Johor,624.0
2881,Female,65-69,2005,Kedah,568.0
2882,Female,65-69,2005,Kelantan,414.0
2883,Female,65-69,2005,Melaka,213.0
2884,Female,65-69,2005,Negeri Sembilan,232.0
2885,Female,65-69,2005,Pulau Pinang,389.0
2886,Female,65-69,2005,Pahang,282.0
2887,Female,65-69,2005,Perak,649.0
2888,Female,65-69,2005,Perlis,69.0
2889,Female,65-69,2005,Sabah,0.0
2890,Female,65-69,2005,Sarawak,358.0
2891,Female,65-69,2005,Selangor,673.0
2892,Female,65-69,2005,Terengganu,312.0
2893,Female,65-69,2005,W.P. Kuala Lumpur,257.0
2894,Female,65-69,2005,W.P. Labuan,4.0
2895,Female,70-74,2005,Johor,683.0
2896,Female,70-74,2005,Kedah,531.0
2897,Female,70-74,2005,Kelantan,417.0
2898,Female,70-74,2005,Melaka,222.0
2899,Female,70-74,2005,Negeri Sembilan,273.0
2900,Female,70-74,2005,Pulau Pinang,433.0
2901,Female,70-74,2005,Pahang,269.0
2902,Female,70-74,2005,Perak,800.0
2903,Female,70-74,2005,Perlis,75.0
2904,Female,70-74,2005,Sabah,0.0
2905,Female,70-74,2005,Sarawak,553.0
2906,Female,70-74,2005,Selangor,852.0
2907,Female,70-74,2005,Terengganu,234.0
2908,Female,70-74,2005,W.P. Kuala Lumpur,280.0
2909,Female,70-74,2005,W.P. Labuan,15.0
2910,Female,75-79,2005,Johor,790.0
2911,Female,75-79,2005,Kedah,603.0
2912,Female,75-79,2005,Kelantan,525.0
2913,Female,75-79,2005,Melaka,252.0
2914,Female,75-79,2005,Negeri Sembilan,300.0
2915,Female,75-79,2005,Pulau Pinang,569.0
2916,Female,75-79,2005,Pahang,289.0
2917,Female,75-79,2005,Perak,980.0
2918,Female,75-79,2005,Perlis,87.0
2919,Female,75-79,2005,Sabah,0.0
2920,Female,75-79,2005,Sarawak,545.0
2921,Female,75-79,2005,Selangor,783.0
2922,Female,75-79,2005,Terengganu,282.0
2923,Female,75-79,2005,W.P. Kuala Lumpur,305.0
2924,Female,75-79,2005,W.P. Labuan,4.0
2925,Female,80-84,2005,Johor,616.0
2926,Female,80-84,2005,Kedah,588.0
2927,Female,80-84,2005,Kelantan,539.0
2928,Female,80-84,2005,Melaka,252.0
2929,Female,80-84,2005,Negeri Sembilan,237.0
2930,Female,80-84,2005,Pulau Pinang,437.0
2931,Female,80-84,2005,Pahang,249.0
2932,Female,80-84,2005,Perak,770.0
2933,Female,80-84,2005,Perlis,93.0
2934,Female,80-84,2005,Sabah,0.0
2935,Female,80-84,2005,Sarawak,535.0
2936,Female,80-84,2005,Selangor,730.0
2937,Female,80-84,2005,Terengganu,304.0
2938,Female,80-84,2005,W.P. Kuala Lumpur,297.0
2939,Female,80-84,2005,W.P. Labuan,10.0
2940,Female,85+,2005,Johor,888.0
2941,Female,85+,2005,Kedah,605.0
2942,Female,85+,2005,Kelantan,481.0
2943,Female,85+,2005,Melaka,265.0
2944,Female,85+,2005,Negeri Sembilan,300.0
2945,Female,85+,2005,Pulau Pinang,593.0
2946,Female,85+,2005,Pahang,332.0
2947,Female,85+,2005,Perak,1037.0
2948,Female,85+,2005,Perlis,100.0
2949,Female,85+,2005,Sabah,0.0
2950,Female,85+,2005,Sarawak,576.0
2951,Female,85+,2005,Selangor,852.0
2952,Female,85+,2005,Terengganu,309.0
2953,Female,85+,2005,W.P. Kuala Lumpur,371.0
2954,Female,85+,2005,W.P. Labuan,8.0
2970,Male,Below 1,2006,Johor,200.0
2971,Male,Below 1,2006,Kedah,142.0
2972,Male,Below 1,2006,Kelantan,138.0
2973,Male,Below 1,2006,Melaka,62.0
2974,Male,Below 1,2006,Negeri Sembilan,90.0
2975,Male,Below 1,2006,Pulau Pinang,100.0
2976,Male,Below 1,2006,Pahang,118.0
2977,Male,Below 1,2006,Perak,126.0
2978,Male,Below 1,2006,Perlis,13.0
2979,Male,Below 1,2006,Sabah,0.0
2980,Male,Below 1,2006,Sarawak,152.0
2981,Male,Below 1,2006,Selangor,269.0
2982,Male,Below 1,2006,Terengganu,127.0
2983,Male,Below 1,2006,W.P. Kuala Lumpur,76.0
2984,Male,Below 1,2006,W.P. Labuan,10.0
2985,Male,1-4,2006,Johor,44.0
2986,Male,1-4,2006,Kedah,31.0
2987,Male,1-4,2006,Kelantan,68.0
2988,Male,1-4,2006,Melaka,7.0
2989,Male,1-4,2006,Negeri Sembilan,22.0
2990,Male,1-4,2006,Pulau Pinang,14.0
2991,Male,1-4,2006,Pahang,46.0
2992,Male,1-4,2006,Perak,58.0
2993,Male,1-4,2006,Perlis,7.0
2994,Male,1-4,2006,Sabah,0.0
2995,Male,1-4,2006,Sarawak,44.0
2996,Male,1-4,2006,Selangor,67.0
2997,Male,1-4,2006,Terengganu,29.0
2998,Male,1-4,2006,W.P. Kuala Lumpur,10.0
2999,Male,1-4,2006,W.P. Labuan,0.0
3000,Male,5-9,2006,Johor,40.0
3001,Male,5-9,2006,Kedah,33.0
3002,Male,5-9,2006,Kelantan,55.0
3003,Male,5-9,2006,Melaka,9.0
3004,Male,5-9,2006,Negeri Sembilan,19.0
3005,Male,5-9,2006,Pulau Pinang,14.0
3006,Male,5-9,2006,Pahang,28.0
3007,Male,5-9,2006,Perak,38.0
3008,Male,5-9,2006,Perlis,6.0
3009,Male,5-9,2006,Sabah,0.0
3010,Male,5-9,2006,Sarawak,25.0
3011,Male,5-9,2006,Selangor,56.0
3012,Male,5-9,2006,Terengganu,24.0
3013,Male,5-9,2006,W.P. Kuala Lumpur,14.0
3014,Male,5-9,2006,W.P. Labuan,3.0
3015,Male,10-14,2006,Johor,61.0
3016,Male,10-14,2006,Kedah,47.0
3017,Male,10-14,2006,Kelantan,71.0
3018,Male,10-14,2006,Melaka,17.0
3019,Male,10-14,2006,Negeri Sembilan,23.0
3020,Male,10-14,2006,Pulau Pinang,20.0
3021,Male,10-14,2006,Pahang,49.0
3022,Male,10-14,2006,Perak,48.0
3023,Male,10-14,2006,Perlis,7.0
3024,Male,10-14,2006,Sabah,0.0
3025,Male,10-14,2006,Sarawak,37.0
3026,Male,10-14,2006,Selangor,72.0
3027,Male,10-14,2006,Terengganu,33.0
3028,Male,10-14,2006,W.P. Kuala Lumpur,23.0
3029,Male,10-14,2006,W.P. Labuan,0.0
3030,Male,15-19,2006,Johor,187.0
3031,Male,15-19,2006,Kedah,137.0
3032,Male,15-19,2006,Kelantan,118.0
3033,Male,15-19,2006,Melaka,48.0
3034,Male,15-19,2006,Negeri Sembilan,63.0
3035,Male,15-19,2006,Pulau Pinang,54.0
3036,Male,15-19,2006,Pahang,98.0
3037,Male,15-19,2006,Perak,145.0
3038,Male,15-19,2006,Perlis,17.0
3039,Male,15-19,2006,Sabah,0.0
3040,Male,15-19,2006,Sarawak,102.0
3041,Male,15-19,2006,Selangor,179.0
3042,Male,15-19,2006,Terengganu,85.0
3043,Male,15-19,2006,W.P. Kuala Lumpur,42.0
3044,Male,15-19,2006,W.P. Labuan,1.0
3045,Male,20-24,2006,Johor,232.0
3046,Male,20-24,2006,Kedah,159.0
3047,Male,20-24,2006,Kelantan,137.0
3048,Male,20-24,2006,Melaka,71.0
3049,Male,20-24,2006,Negeri Sembilan,90.0
3050,Male,20-24,2006,Pulau Pinang,70.0
3051,Male,20-24,2006,Pahang,151.0
3052,Male,20-24,2006,Perak,165.0
3053,Male,20-24,2006,Perlis,19.0
3054,Male,20-24,2006,Sabah,0.0
3055,Male,20-24,2006,Sarawak,126.0
3056,Male,20-24,2006,Selangor,282.0
3057,Male,20-24,2006,Terengganu,102.0
3058,Male,20-24,2006,W.P. Kuala Lumpur,64.0
3059,Male,20-24,2006,W.P. Labuan,4.0
3060,Male,25-29,2006,Johor,251.0
3061,Male,25-29,2006,Kedah,119.0
3062,Male,25-29,2006,Kelantan,168.0
3063,Male,25-29,2006,Melaka,58.0
3064,Male,25-29,2006,Negeri Sembilan,91.0
3065,Male,25-29,2006,Pulau Pinang,65.0
3066,Male,25-29,2006,Pahang,177.0
3067,Male,25-29,2006,Perak,177.0
3068,Male,25-29,2006,Perlis,8.0
3069,Male,25-29,2006,Sabah,0.0
3070,Male,25-29,2006,Sarawak,133.0
3071,Male,25-29,2006,Selangor,254.0
3072,Male,25-29,2006,Terengganu,130.0
3073,Male,25-29,2006,W.P. Kuala Lumpur,70.0
3074,Male,25-29,2006,W.P. Labuan,5.0
3075,Male,30-34,2006,Johor,315.0
3076,Male,30-34,2006,Kedah,131.0
3077,Male,30-34,2006,Kelantan,221.0
3078,Male,30-34,2006,Melaka,50.0
