,Sex,AgeGroup,Year,State,DeathCount
6031,Male,10-14,2011,Pulau Pinang,19.0
6032,Male,10-14,2011,Pahang,38.0
6033,Male,10-14,2011,Perak,42.0
6034,Male,10-14,2011,Perlis,4.0
6035,Male,10-14,2011,Sabah,0.0
6036,Male,10-14,2011,Sarawak,33.0
6037,Male,10-14,2011,Selangor,60.0
6038,Male,10-14,2011,Terengganu,22.0
6039,Male,10-14,2011,W.P. Kuala Lumpur,20.0
6040,Male,10-14,2011,W.P. Labuan,0.0
6041,Male,10-14,2011,W.P. Putrajaya,1.0
6042,Male,15-19,2011,Johor,223.0
6043,Male,15-19,2011,Kedah,154.0
6044,Male,15-19,2011,Kelantan,112.0
6045,Male,15-19,2011,Melaka,51.0
6046,Male,15-19,2011,Negeri Sembilan,62.0
6047,Male,15-19,2011,Pulau Pinang,77.0
6048,Male,15-19,2011,Pahang,118.0
6049,Male,15-19,2011,Perak,148.0
6050,Male,15-19,2011,Perlis,15.0
6051,Male,15-19,2011,Sabah,0.0
6052,Male,15-19,2011,Sarawak,107.0
6053,Male,15-19,2011,Selangor,221.0
6054,Male,15-19,2011,Terengganu,74.0
6055,Male,15-19,2011,W.P. Kuala Lumpur,48.0
6056,Male,15-19,2011,W.P. Labuan,1.0
6057,Male,15-19,2011,W.P. Putrajaya,1.0
6058,Male,20-24,2011,Johor,235.0
6059,Male,20-24,2011,Kedah,125.0
6060,Male,20-24,2011,Kelantan,134.0
6061,Male,20-24,2011,Melaka,59.0
6062,Male,20-24,2011,Negeri Sembilan,75.0
6063,Male,20-24,2011,Pulau Pinang,72.0
6064,Male,20-24,2011,Pahang,116.0
6065,Male,20-24,2011,Perak,181.0
6066,Male,20-24,2011,Perlis,16.0
6067,Male,20-24,2011,Sabah,0.0
6068,Male,20-24,2011,Sarawak,145.0
6069,Male,20-24,2011,Selangor,271.0
6070,Male,20-24,2011,Terengganu,93.0
6071,Male,20-24,2011,W.P. Kuala Lumpur,68.0
6072,Male,20-24,2011,W.P. Labuan,1.0
6073,Male,20-24,2011,W.P. Putrajaya,4.0
6074,Male,25-29,2011,Johor,201.0
6075,Male,25-29,2011,Kedah,130.0
6076,Male,25-29,2011,Kelantan,126.0
6077,Male,25-29,2011,Melaka,38.0
6078,Male,25-29,2011,Negeri Sembilan,103.0
6079,Male,25-29,2011,Pulau Pinang,89.0
6080,Male,25-29,2011,Pahang,131.0
6081,Male,25-29,2011,Perak,181.0
6082,Male,25-29,2011,Perlis,17.0
6083,Male,25-29,2011,Sabah,0.0
6084,Male,25-29,2011,Sarawak,124.0
6085,Male,25-29,2011,Selangor,287.0
6086,Male,25-29,2011,Terengganu,85.0
6087,Male,25-29,2011,W.P. Kuala Lumpur,80.0
6088,Male,25-29,2011,W.P. Labuan,2.0
6089,Male,25-29,2011,W.P. Putrajaya,4.0
6090,Male,30-34,2011,Johor,260.0
6091,Male,30-34,2011,Kedah,149.0
6092,Male,30-34,2011,Kelantan,195.0
6093,Male,30-34,2011,Melaka,43.0
6094,Male,30-34,2011,Negeri Sembilan,103.0
6095,Male,30-34,2011,Pulau Pinang,103.0
6096,Male,30-34,2011,Pahang,185.0
6097,Male,30-34,2011,Perak,186.0
6098,Male,30-34,2011,Perlis,15.0
6099,Male,30-34,2011,Sabah,0.0
6100,Male,30-34,2011,Sarawak,158.0
6101,Male,30-34,2011,Selangor,296.0
6102,Male,30-34,2011,Terengganu,113.0
6103,Male,30-34,2011,W.P. Kuala Lumpur,94.0
6104,Male,30-34,2011,W.P. Labuan,3.0
6105,Male,30-34,2011,W.P. Putrajaya,1.0
6106,Male,35-39,2011,Johor,311.0
6107,Male,35-39,2011,Kedah,164.0
6108,Male,35-39,2011,Kelantan,214.0
6109,Male,35-39,2011,Melaka,86.0
6110,Male,35-39,2011,Negeri Sembilan,117.0
6111,Male,35-39,2011,Pulau Pinang,130.0
6112,Male,35-39,2011,Pahang,220.0
6113,Male,35-39,2011,Perak,214.0
6114,Male,35-39,2011,Perlis,22.0
6115,Male,35-39,2011,Sabah,0.0
6116,Male,35-39,2011,Sarawak,203.0
6117,Male,35-39,2011,Selangor,363.0
6118,Male,35-39,2011,Terengganu,156.0
6119,Male,35-39,2011,W.P. Kuala Lumpur,103.0
6120,Male,35-39,2011,W.P. Labuan,5.0
6121,Male,35-39,2011,W.P. Putrajaya,3.0
6122,Male,40-44,2011,Johor,395.0
6123,Male,40-44,2011,Kedah,244.0
6124,Male,40-44,2011,Kelantan,183.0
6125,Male,40-44,2011,Melaka,85.0
6126,Male,40-44,2011,Negeri Sembilan,133.0
6127,Male,40-44,2011,Pulau Pinang,181.0
6128,Male,40-44,2011,Pahang,183.0
6129,Male,40-44,2011,Perak,312.0
6130,Male,40-44,2011,Perlis,26.0
6131,Male,40-44,2011,Sabah,0.0
6132,Male,40-44,2011,Sarawak,251.0
6133,Male,40-44,2011,Selangor,510.0
6134,Male,40-44,2011,Terengganu,167.0
6135,Male,40-44,2011,W.P. Kuala Lumpur,149.0
6136,Male,40-44,2011,W.P. Labuan,8.0
6137,Male,40-44,2011,W.P. Putrajaya,1.0
6138,Male,45-49,2011,Johor,561.0
6139,Male,45-49,2011,Kedah,345.0
6140,Male,45-49,2011,Kelantan,244.0
6141,Male,45-49,2011,Melaka,149.0
6142,Male,45-49,2011,Negeri Sembilan,214.0
6143,Male,45-49,2011,Pulau Pinang,249.0
6144,Male,45-49,2011,Pahang,261.0
6145,Male,45-49,2011,Perak,393.0
6146,Male,45-49,2011,Perlis,33.0
6147,Male,45-49,2011,Sabah,0.0
6148,Male,45-49,2011,Sarawak,309.0
6149,Male,45-49,2011,Selangor,697.0
6150,Male,45-49,2011,Terengganu,185.0
6151,Male,45-49,2011,W.P. Kuala Lumpur,257.0
6152,Male,45-49,2011,W.P. Labuan,8.0
6153,Male,45-49,2011,W.P. Putrajaya,5.0
6154,Male,50-54,2011,Johor,720.0
6155,Male,50-54,2011,Kedah,498.0
6156,Male,50-54,2011,Kelantan,344.0
6157,Male,50-54,2011,Melaka,192.0
6158,Male,50-54,2011,Negeri Sembilan,267.0
6159,Male,50-54,2011,Pulau Pinang,378.0
6160,Male,50-54,2011,Pahang,349.0
6161,Male,50-54,2011,Perak,673.0
6162,Male,50-54,2011,Perlis,64.0
6163,Male,50-54,2011,Sabah,0.0
6164,Male,50-54,2011,Sarawak,372.0
6165,Male,50-54,2011,Selangor,966.0
6166,Male,50-54,2011,Terengganu,231.0
6167,Male,50-54,2011,W.P. Kuala Lumpur,334.0
6168,Male,50-54,2011,W.P. Labuan,12.0
6169,Male,50-54,2011,W.P. Putrajaya,10.0
6170,Male,55-59,2011,Johor,908.0
6171,Male,55-59,2011,Kedah,619.0
6172,Male,55-59,2011,Kelantan,439.0
6173,Male,55-59,2011,Melaka,226.0
6174,Male,55-59,2011,Negeri Sembilan,325.0
6175,Male,55-59,2011,Pulau Pinang,502.0
6176,Male,55-59,2011,Pahang,385.0
6177,Male,55-59,2011,Perak,781.0
6178,Male,55-59,2011,Perlis,77.0
6179,Male,55-59,2011,Sabah,0.0
6180,Male,55-59,2011,Sarawak,497.0
6181,Male,55-59,2011,Selangor,1069.0
6182,Male,55-59,2011,Terengganu,290.0
6183,Male,55-59,2011,W.P. Kuala Lumpur,413.0
6184,Male,55-59,2011,W.P. Labuan,12.0
6185,Male,55-59,2011,W.P. Putrajaya,8.0
6186,Male,60-64,2011,Johor,985.0
6187,Male,60-64,2011,Kedah,691.0
6188,Male,60-64,2011,Kelantan,558.0
6189,Male,60-64,2011,Melaka,244.0
6190,Male,60-64,2011,Negeri Sembilan,371.0
6191,Male,60-64,2011,Pulau Pinang,583.0
6192,Male,60-64,2011,Pahang,537.0
6193,Male,60-64,2011,Perak,948.0
6194,Male,60-64,2011,Perlis,112.0
6195,Male,60-64,2011,Sabah,0.0
6196,Male,60-64,2011,Sarawak,523.0
6197,Male,60-64,2011,Selangor,1232.0
6198,Male,60-64,2011,Terengganu,304.0
6199,Male,60-64,2011,W.P. Kuala Lumpur,456.0
6200,Male,60-64,2011,W.P. Labuan,7.0
6201,Male,60-64,2011,W.P. Putrajaya,1.0
6202,Male,65-69,2011,Johor,978.0
6203,Male,65-69,2011,Kedah,713.0
6204,Male,65-69,2011,Kelantan,649.0
6205,Male,65-69,2011,Melaka,284.0
6206,Male,65-69,2011,Negeri Sembilan,305.0
6207,Male,65-69,2011,Pulau Pinang,548.0
6208,Male,65-69,2011,Pahang,552.0
6209,Male,65-69,2011,Perak,1006.0
6210,Male,65-69,2011,Perlis,91.0
6211,Male,65-69,2011,Sabah,0.0
6212,Male,65-69,2011,Sarawak,692.0
6213,Male,65-69,2011,Selangor,1097.0
6214,Male,65-69,2011,Terengganu,414.0
6215,Male,65-69,2011,W.P. Kuala Lumpur,417.0
6216,Male,65-69,2011,W.P. Labuan,12.0
6217,Male,65-69,2011,W.P. Putrajaya,2.0
6218,Male,70-74,2011,Johor,1086.0
6219,Male,70-74,2011,Kedah,899.0
6220,Male,70-74,2011,Kelantan,664.0
6221,Male,70-74,2011,Melaka,355.0
6222,Male,70-74,2011,Negeri Sembilan,418.0
6223,Male,70-74,2011,Pulau Pinang,632.0
6224,Male,70-74,2011,Pahang,540.0
6225,Male,70-74,2011,Perak,1138.0
6226,Male,70-74,2011,Perlis,125.0
6227,Male,70-74,2011,Sabah,0.0
6228,Male,70-74,2011,Sarawak,679.0
6229,Male,70-74,2011,Selangor,1282.0
6230,Male,70-74,2011,Terengganu,429.0
6231,Male,70-74,2011,W.P. Kuala Lumpur,482.0
6232,Male,70-74,2011,W.P. Labuan,17.0
6233,Male,70-74,2011,W.P. Putrajaya,3.0
6234,Male,75-79,2011,Johor,958.0
6235,Male,75-79,2011,Kedah,800.0
6236,Male,75-79,2011,Kelantan,469.0
6237,Male,75-79,2011,Melaka,279.0
6238,Male,75-79,2011,Negeri Sembilan,338.0
6239,Male,75-79,2011,Pulau Pinang,596.0
6240,Male,75-79,2011,Pahang,398.0
6241,Male,75-79,2011,Perak,1101.0
6242,Male,75-79,2011,Perlis,82.0
6243,Male,75-79,2011,Sabah,0.0
6244,Male,75-79,2011,Sarawak,708.0
6245,Male,75-79,2011,Selangor,1086.0
6246,Male,75-79,2011,Terengganu,283.0
6247,Male,75-79,2011,W.P. Kuala Lumpur,432.0
6248,Male,75-79,2011,W.P. Labuan,14.0
6249,Male,75-79,2011,W.P. Putrajaya,2.0
6250,Male,80-84,2011,Johor,771.0
6251,Male,80-84,2011,Kedah,575.0
6252,Male,80-84,2011,Kelantan,456.0
6253,Male,80-84,2011,Melaka,234.0
6254,Male,80-84,2011,Negeri Sembilan,266.0
6255,Male,80-84,2011,Pulau Pinang,439.0
6256,Male,80-84,2011,Pahang,249.0
6257,Male,80-84,2011,Perak,833.0
6258,Male,80-84,2011,Perlis,80.0
6259,Male,80-84,2011,Sabah,0.0
6260,Male,80-84,2011,Sarawak,597.0
6261,Male,80-84,2011,Selangor,735.0
6262,Male,80-84,2011,Terengganu,229.0
6263,Male,80-84,2011,W.P. Kuala Lumpur,302.0
6264,Male,80-84,2011,W.P. Labuan,14.0
6265,Male,80-84,2011,W.P. Putrajaya,1.0
6266,Male,85+,2011,Johor,651.0
6267,Male,85+,2011,Kedah,495.0
6268,Male,85+,2011,Kelantan,539.0
6269,Male,85+,2011,Melaka,207.0
6270,Male,85+,2011,Negeri Sembilan,233.0
6271,Male,85+,2011,Pulau Pinang,422.0
6272,Male,85+,2011,Pahang,259.0
6273,Male,85+,2011,Perak,703.0
6274,Male,85+,2011,Perlis,85.0
6275,Male,85+,2011,Sabah,0.0
6276,Male,85+,2011,Sarawak,695.0
6277,Male,85+,2011,Selangor,638.0
6278,Male,85+,2011,Terengganu,282.0
6279,Male,85+,2011,W.P. Kuala Lumpur,278.0
6280,Male,85+,2011,W.P. Labuan,8.0
6281,Male,85+,2011,W.P. Putrajaya,0.0
6282,Female,Below 1,2011,Johor,169.0
6283,Female,Below 1,2011,Kedah,100.0
6284,Female,Below 1,2011,Kelantan,114.0
6285,Female,Below 1,2011,Melaka,48.0
6286,Female,Below 1,2011,Negeri Sembilan,55.0
6287,Female,Below 1,2011,Pulau Pinang,64.0
6288,Female,Below 1,2011,Pahang,121.0
6289,Female,Below 1,2011,Perak,102.0
6290,Female,Below 1,2011,Perlis,16.0
6291,Female,Below 1,2011,Sabah,0.0
6292,Female,Below 1,2011,Sarawak,119.0
6293,Female,Below 1,2011,Selangor,258.0
6294,Female,Below 1,2011,Terengganu,106.0
6295,Female,Below 1,2011,W.P. Kuala Lumpur,75.0
6296,Female,Below 1,2011,W.P. Labuan,2.0
6297,Female,Below 1,2011,W.P. Putrajaya,13.0
6298,Female,1-4,2011,Johor,39.0
6299,Female,1-4,2011,Kedah,21.0
6300,Female,1-4,2011,Kelantan,32.0
6301,Female,1-4,2011,Melaka,6.0
6302,Female,1-4,2011,Negeri Sembilan,18.0
6303,Female,1-4,2011,Pulau Pinang,15.0
6304,Female,1-4,2011,Pahang,25.0
6305,Female,1-4,2011,Perak,34.0
6306,Female,1-4,2011,Perlis,5.0
6307,Female,1-4,2011,Sabah,0.0
6308,Female,1-4,2011,Sarawak,32.0
6309,Female,1-4,2011,Selangor,56.0
6310,Female,1-4,2011,Terengganu,26.0
6311,Female,1-4,2011,W.P. Kuala Lumpur,10.0
6312,Female,1-4,2011,W.P. Labuan,2.0
6313,Female,1-4,2011,W.P. Putrajaya,0.0
6314,Female,5-9,2011,Johor,37.0
6315,Female,5-9,2011,Kedah,6.0
6316,Female,5-9,2011,Kelantan,24.0
6317,Female,5-9,2011,Melaka,4.0
6318,Female,5-9,2011,Negeri Sembilan,7.0
6319,Female,5-9,2011,Pulau Pinang,17.0
6320,Female,5-9,2011,Pahang,22.0
6321,Female,5-9,2011,Perak,32.0
6322,Female,5-9,2011,Perlis,4.0
6323,Female,5-9,2011,Sabah,0.0
6324,Female,5-9,2011,Sarawak,23.0
6325,Female,5-9,2011,Selangor,31.0
6326,Female,5-9,2011,Terengganu,18.0
6327,Female,5-9,2011,W.P. Kuala Lumpur,6.0
6328,Female,5-9,2011,W.P. Labuan,1.0
6329,Female,5-9,2011,W.P. Putrajaya,0.0
6330,Female,10-14,2011,Johor,37.0
6331,Female,10-14,2011,Kedah,28.0
6332,Female,10-14,2011,Kelantan,25.0
6333,Female,10-14,2011,Melaka,6.0
6334,Female,10-14,2011,Negeri Sembilan,10.0
6335,Female,10-14,2011,Pulau Pinang,11.0
6336,Female,10-14,2011,Pahang,16.0
6337,Female,10-14,2011,Perak,27.0
6338,Female,10-14,2011,Perlis,5.0
6339,Female,10-14,2011,Sabah,0.0
6340,Female,10-14,2011,Sarawak,21.0
6341,Female,10-14,2011,Selangor,43.0
6342,Female,10-14,2011,Terengganu,11.0
6343,Female,10-14,2011,W.P. Kuala Lumpur,6.0
6344,Female,10-14,2011,W.P. Labuan,0.0
6345,Female,10-14,2011,W.P. Putrajaya,0.0
6346,Female,15-19,2011,Johor,51.0
6347,Female,15-19,2011,Kedah,38.0
6348,Female,15-19,2011,Kelantan,31.0
6349,Female,15-19,2011,Melaka,10.0
6350,Female,15-19,2011,Negeri Sembilan,10.0
6351,Female,15-19,2011,Pulau Pinang,16.0
6352,Female,15-19,2011,Pahang,38.0
6353,Female,15-19,2011,Perak,48.0
6354,Female,15-19,2011,Perlis,7.0
6355,Female,15-19,2011,Sabah,0.0
6356,Female,15-19,2011,Sarawak,38.0
6357,Female,15-19,2011,Selangor,70.0
6358,Female,15-19,2011,Terengganu,22.0
6359,Female,15-19,2011,W.P. Kuala Lumpur,8.0
6360,Female,15-19,2011,W.P. Labuan,1.0
6361,Female,15-19,2011,W.P. Putrajaya,0.0
6362,Female,20-24,2011,Johor,73.0
6363,Female,20-24,2011,Kedah,55.0
6364,Female,20-24,2011,Kelantan,40.0
6365,Female,20-24,2011,Melaka,21.0
6366,Female,20-24,2011,Negeri Sembilan,32.0
6367,Female,20-24,2011,Pulau Pinang,17.0
6368,Female,20-24,2011,Pahang,32.0
6369,Female,20-24,2011,Perak,46.0
6370,Female,20-24,2011,Perlis,6.0
6371,Female,20-24,2011,Sabah,0.0
6372,Female,20-24,2011,Sarawak,39.0
6373,Female,20-24,2011,Selangor,98.0
6374,Female,20-24,2011,Terengganu,27.0
6375,Female,20-24,2011,W.P. Kuala Lumpur,22.0
6376,Female,20-24,2011,W.P. Labuan,1.0
6377,Female,20-24,2011,W.P. Putrajaya,1.0
6378,Female,25-29,2011,Johor,64.0
6379,Female,25-29,2011,Kedah,58.0
6380,Female,25-29,2011,Kelantan,49.0
6381,Female,25-29,2011,Melaka,20.0
6382,Female,25-29,2011,Negeri Sembilan,42.0
6383,Female,25-29,2011,Pulau Pinang,28.0
6384,Female,25-29,2011,Pahang,63.0
6385,Female,25-29,2011,Perak,64.0
6386,Female,25-29,2011,Perlis,8.0
6387,Female,25-29,2011,Sabah,0.0
6388,Female,25-29,2011,Sarawak,44.0
6389,Female,25-29,2011,Selangor,88.0
6390,Female,25-29,2011,Terengganu,35.0
6391,Female,25-29,2011,W.P. Kuala Lumpur,22.0
6392,Female,25-29,2011,W.P. Labuan,2.0
6393,Female,25-29,2011,W.P. Putrajaya,3.0
6394,Female,30-34,2011,Johor,93.0
6395,Female,30-34,2011,Kedah,59.0
6396,Female,30-34,2011,Kelantan,48.0
6397,Female,30-34,2011,Melaka,20.0
6398,Female,30-34,2011,Negeri Sembilan,28.0
6399,Female,30-34,2011,Pulau Pinang,39.0
6400,Female,30-34,2011,Pahang,45.0
6401,Female,30-34,2011,Perak,71.0
6402,Female,30-34,2011,Perlis,8.0
6403,Female,30-34,2011,Sabah,0.0
6404,Female,30-34,2011,Sarawak,57.0
6405,Female,30-34,2011,Selangor,96.0
6406,Female,30-34,2011,Terengganu,41.0
6407,Female,30-34,2011,W.P. Kuala Lumpur,26.0
6408,Female,30-34,2011,W.P. Labuan,1.0
6409,Female,30-34,2011,W.P. Putrajaya,1.0
6410,Female,35-39,2011,Johor,122.0
6411,Female,35-39,2011,Kedah,79.0
6412,Female,35-39,2011,Kelantan,71.0
6413,Female,35-39,2011,Melaka,29.0
6414,Female,35-39,2011,Negeri Sembilan,31.0
6415,Female,35-39,2011,Pulau Pinang,43.0
6416,Female,35-39,2011,Pahang,63.0
6417,Female,35-39,2011,Perak,83.0
6418,Female,35-39,2011,Perlis,8.0
6419,Female,35-39,2011,Sabah,0.0
6420,Female,35-39,2011,Sarawak,105.0
6421,Female,35-39,2011,Selangor,157.0
6422,Female,35-39,2011,Terengganu,47.0
6423,Female,35-39,2011,W.P. Kuala Lumpur,39.0
6424,Female,35-39,2011,W.P. Labuan,0.0
6425,Female,35-39,2011,W.P. Putrajaya,1.0
6426,Female,40-44,2011,Johor,159.0
6427,Female,40-44,2011,Kedah,122.0
6428,Female,40-44,2011,Kelantan,101.0
6429,Female,40-44,2011,Melaka,28.0
6430,Female,40-44,2011,Negeri Sembilan,59.0
6431,Female,40-44,2011,Pulau Pinang,84.0
6432,Female,40-44,2011,Pahang,92.0
6433,Female,40-44,2011,Perak,150.0
6434,Female,40-44,2011,Perlis,20.0
6435,Female,40-44,2011,Sabah,0.0
6436,Female,40-44,2011,Sarawak,126.0
6437,Female,40-44,2011,Selangor,196.0
6438,Female,40-44,2011,Terengganu,57.0
6439,Female,40-44,2011,W.P. Kuala Lumpur,68.0
6440,Female,40-44,2011,W.P. Labuan,2.0
6441,Female,40-44,2011,W.P. Putrajaya,3.0
6442,Female,45-49,2011,Johor,274.0
6443,Female,45-49,2011,Kedah,181.0
6444,Female,45-49,2011,Kelantan,137.0
6445,Female,45-49,2011,Melaka,67.0
6446,Female,45-49,2011,Negeri Sembilan,94.0
6447,Female,45-49,2011,Pulau Pinang,108.0
6448,Female,45-49,2011,Pahang,130.0
6449,Female,45-49,2011,Perak,219.0
6450,Female,45-49,2011,Perlis,25.0
6451,Female,45-49,2011,Sabah,0.0
6452,Female,45-49,2011,Sarawak,156.0
6453,Female,45-49,2011,Selangor,323.0
6454,Female,45-49,2011,Terengganu,102.0
6455,Female,45-49,2011,W.P. Kuala Lumpur,102.0
6456,Female,45-49,2011,W.P. Labuan,3.0
6457,Female,45-49,2011,W.P. Putrajaya,5.0
6458,Female,50-54,2011,Johor,401.0
6459,Female,50-54,2011,Kedah,282.0
6460,Female,50-54,2011,Kelantan,201.0
6461,Female,50-54,2011,Melaka,99.0
6462,Female,50-54,2011,Negeri Sembilan,136.0
6463,Female,50-54,2011,Pulau Pinang,177.0
6464,Female,50-54,2011,Pahang,171.0
6465,Female,50-54,2011,Perak,291.0
6466,Female,50-54,2011,Perlis,29.0
6467,Female,50-54,2011,Sabah,0.0
6468,Female,50-54,2011,Sarawak,215.0
6469,Female,50-54,2011,Selangor,444.0
6470,Female,50-54,2011,Terengganu,134.0
6471,Female,50-54,2011,W.P. Kuala Lumpur,155.0
6472,Female,50-54,2011,W.P. Labuan,7.0
6473,Female,50-54,2011,W.P. Putrajaya,3.0
6474,Female,55-59,2011,Johor,532.0
6475,Female,55-59,2011,Kedah,344.0
6476,Female,55-59,2011,Kelantan,292.0
6477,Female,55-59,2011,Melaka,144.0
6478,Female,55-59,2011,Negeri Sembilan,177.0
6479,Female,55-59,2011,Pulau Pinang,245.0
6480,Female,55-59,2011,Pahang,241.0
6481,Female,55-59,2011,Perak,424.0
6482,Female,55-59,2011,Perlis,49.0
6483,Female,55-59,2011,Sabah,0.0
6484,Female,55-59,2011,Sarawak,288.0
6485,Female,55-59,2011,Selangor,577.0
6486,Female,55-59,2011,Terengganu,188.0
6487,Female,55-59,2011,W.P. Kuala Lumpur,221.0
6488,Female,55-59,2011,W.P. Labuan,5.0
6489,Female,55-59,2011,W.P. Putrajaya,3.0
6490,Female,60-64,2011,Johor,584.0
6491,Female,60-64,2011,Kedah,405.0
6492,Female,60-64,2011,Kelantan,349.0
6493,Female,60-64,2011,Melaka,161.0
6494,Female,60-64,2011,Negeri Sembilan,200.0
6495,Female,60-64,2011,Pulau Pinang,324.0
6496,Female,60-64,2011,Pahang,263.0
6497,Female,60-64,2011,Perak,623.0
6498,Female,60-64,2011,Perlis,76.0
6499,Female,60-64,2011,Sabah,0.0
6500,Female,60-64,2011,Sarawak,383.0
6501,Female,60-64,2011,Selangor,759.0
6502,Female,60-64,2011,Terengganu,182.0
6503,Female,60-64,2011,W.P. Kuala Lumpur,246.0
6504,Female,60-64,2011,W.P. Labuan,6.0
6505,Female,60-64,2011,W.P. Putrajaya,2.0
6506,Female,65-69,2011,Johor,557.0
6507,Female,65-69,2011,Kedah,395.0
6508,Female,65-69,2011,Kelantan,420.0
6509,Female,65-69,2011,Melaka,189.0
6510,Female,65-69,2011,Negeri Sembilan,202.0
6511,Female,65-69,2011,Pulau Pinang,367.0
6512,Female,65-69,2011,Pahang,295.0
6513,Female,65-69,2011,Perak,600.0
6514,Female,65-69,2011,Perlis,68.0
6515,Female,65-69,2011,Sabah,0.0
6516,Female,65-69,2011,Sarawak,497.0
6517,Female,65-69,2011,Selangor,739.0
6518,Female,65-69,2011,Terengganu,277.0
6519,Female,65-69,2011,W.P. Kuala Lumpur,244.0
6520,Female,65-69,2011,W.P. Labuan,7.0
6521,Female,65-69,2011,W.P. Putrajaya,1.0
6522,Female,70-74,2011,Johor,809.0
6523,Female,70-74,2011,Kedah,636.0
6524,Female,70-74,2011,Kelantan,605.0
6525,Female,70-74,2011,Melaka,224.0
6526,Female,70-74,2011,Negeri Sembilan,301.0
6527,Female,70-74,2011,Pulau Pinang,468.0
6528,Female,70-74,2011,Pahang,403.0
6529,Female,70-74,2011,Perak,858.0
6530,Female,70-74,2011,Perlis,69.0
6531,Female,70-74,2011,Sabah,0.0
6532,Female,70-74,2011,Sarawak,523.0
6533,Female,70-74,2011,Selangor,959.0
6534,Female,70-74,2011,Terengganu,367.0
6535,Female,70-74,2011,W.P. Kuala Lumpur,367.0
6536,Female,70-74,2011,W.P. Labuan,13.0
6537,Female,70-74,2011,W.P. Putrajaya,3.0
6538,Female,75-79,2011,Johor,901.0
6539,Female,75-79,2011,Kedah,699.0
6540,Female,75-79,2011,Kelantan,481.0
6541,Female,75-79,2011,Melaka,275.0
6542,Female,75-79,2011,Negeri Sembilan,331.0
6543,Female,75-79,2011,Pulau Pinang,569.0
6544,Female,75-79,2011,Pahang,368.0
6545,Female,75-79,2011,Perak,1128.0
6546,Female,75-79,2011,Perlis,98.0
6547,Female,75-79,2011,Sabah,0.0
6548,Female,75-79,2011,Sarawak,694.0
6549,Female,75-79,2011,Selangor,1100.0
6550,Female,75-79,2011,Terengganu,300.0
6551,Female,75-79,2011,W.P. Kuala Lumpur,371.0
6552,Female,75-79,2011,W.P. Labuan,6.0
6553,Female,75-79,2011,W.P. Putrajaya,2.0
6554,Female,80-84,2011,Johor,899.0
6555,Female,80-84,2011,Kedah,773.0
6556,Female,80-84,2011,Kelantan,634.0
6557,Female,80-84,2011,Melaka,299.0
6558,Female,80-84,2011,Negeri Sembilan,355.0
6559,Female,80-84,2011,Pulau Pinang,604.0
6560,Female,80-84,2011,Pahang,318.0
6561,Female,80-84,2011,Perak,1050.0
6562,Female,80-84,2011,Perlis,121.0
6563,Female,80-84,2011,Sabah,0.0
6564,Female,80-84,2011,Sarawak,641.0
6565,Female,80-84,2011,Selangor,982.0
6566,Female,80-84,2011,Terengganu,351.0
6567,Female,80-84,2011,W.P. Kuala Lumpur,392.0
6568,Female,80-84,2011,W.P. Labuan,13.0
6569,Female,80-84,2011,W.P. Putrajaya,5.0
6570,Female,85+,2011,Johor,1074.0
6571,Female,85+,2011,Kedah,744.0
6572,Female,85+,2011,Kelantan,746.0
6573,Female,85+,2011,Melaka,314.0
6574,Female,85+,2011,Negeri Sembilan,366.0
6575,Female,85+,2011,Pulau Pinang,764.0
6576,Female,85+,2011,Pahang,374.0
6577,Female,85+,2011,Perak,1120.0
6578,Female,85+,2011,Perlis,110.0
6579,Female,85+,2011,Sabah,0.0
6580,Female,85+,2011,Sarawak,803.0
6581,Female,85+,2011,Selangor,1111.0
6582,Female,85+,2011,Terengganu,400.0
6583,Female,85+,2011,W.P. Kuala Lumpur,495.0
6584,Female,85+,2011,W.P. Labuan,9.0
6585,Female,85+,2011,W.P. Putrajaya,4.0
6586,Male,Below 1,2012,Johor,249.0
6587,Male,Below 1,2012,Kedah,162.0
6588,Male,Below 1,2012,Kelantan,176.0
6589,Male,Below 1,2012,Melaka,54.0
6590,Male,Below 1,2012,Negeri Sembilan,71.0
6591,Male,Below 1,2012,Pulau Pinang,89.0
6592,Male,Below 1,2012,Pahang,128.0
6593,Male,Below 1,2012,Perak,142.0
6594,Male,Below 1,2012,Perlis,12.0
6595,Male,Below 1,2012,Sabah,0.0
6596,Male,Below 1,2012,Sarawak,160.0
6597,Male,Below 1,2012,Selangor,329.0
6598,Male,Below 1,2012,Terengganu,107.0
6599,Male,Below 1,2012,W.P. Kuala Lumpur,71.0
6600,Male,Below 1,2012,W.P. Labuan,8.0
6601,Male,Below 1,2012,W.P. Putrajaya,18.0
6602,Male,1-4,2012,Johor,54.0
6603,Male,1-4,2012,Kedah,29.0
6604,Male,1-4,2012,Kelantan,32.0
6605,Male,1-4,2012,Melaka,7.0
6606,Male,1-4,2012,Negeri Sembilan,5.0
6607,Male,1-4,2012,Pulau Pinang,15.0
6608,Male,1-4,2012,Pahang,40.0
6609,Male,1-4,2012,Perak,31.0
6610,Male,1-4,2012,Perlis,3.0
6611,Male,1-4,2012,Sabah,0.0
6612,Male,1-4,2012,Sarawak,28.0
6613,Male,1-4,2012,Selangor,70.0
6614,Male,1-4,2012,Terengganu,31.0
6615,Male,1-4,2012,W.P. Kuala Lumpur,10.0
6616,Male,1-4,2012,W.P. Labuan,2.0
